1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,0.5523,0.68503,0.64636,0.45284,0.66361,0.67982,0.55372,0.61907,0.60157,0.4327,0.51268,0.63621,0.57985,0.66034,0.56755,0.57962,0.63165,0.48628,0.43631,0.66574,0.6007,0.62943,0.49659,0.60441,0.45549,0.32148,0.52044,0.555,0.57765,0.48274,0.43722,0.49851,0.46463,0.42168,0.44749,0.57007,0.58129,0.43002,0.44642,0.61238,0.51415,0.36734,0.3701,0.50746,0.62114,0.53946,0.51847,0.54974,0.65358,0.52117,0.43613,0.56418,0.37292,0.34179,0.5653,0.66554,0.48046,0.62294,0.35205,0.29643,0.51791,0.45871,0.35926,0.55312,0.41444,0.3077,0.66717,0.63699,0.50135,0.35508,0.34965,0.71672,0.54667,0.14677,0.35682,0.38039,0.59566,0.69971,0.57656,0.26181,0.42569,0.57312,0.628,0.47904,0.38222,0.48481,0.43484,0.60339,0.32247,0.37086,0.26987
0.5523,1,0.64753,0.38805,0.50059,0.46878,0.43534,0.49635,0.52643,0.35929,0.51147,0.36548,0.60522,0.57807,0.63754,0.5695,0.62917,0.61309,0.41793,0.45878,0.62591,0.63256,0.64143,0.47478,0.39964,0.32524,0.32492,0.32122,0.44193,0.36504,0.34128,0.27698,0.34165,0.42659,0.39367,0.42869,0.44685,0.38154,0.38096,0.41884,0.55161,0.44257,0.32722,0.42071,0.36731,0.51123,0.6107,0.54312,0.37921,0.56555,0.4652,0.48225,0.42261,0.42698,0.43028,0.34868,0.53332,0.50533,0.44207,0.29173,0.12387,0.54231,0.35708,0.48613,0.58495,0.30619,0.3007,0.46146,0.6029,0.46488,0.20791,0.24554,0.49202,0.34856,0.049293,0.24064,0.36401,0.48842,0.51398,0.47439,0.31273,0.3816,0.36042,0.42911,0.30017,0.30782,0.32198,0.30099,0.36769,0.2203,0.25376,0.20991
0.68503,0.64753,1,0.5282,0.47358,0.60393,0.55842,0.52677,0.65418,0.47829,0.48515,0.43883,0.65249,0.61627,0.67557,0.57222,0.60487,0.6522,0.46154,0.45638,0.70319,0.63449,0.64945,0.504,0.54824,0.42854,0.32893,0.45151,0.56178,0.49886,0.46638,0.39738,0.45147,0.4134,0.44014,0.42994,0.51396,0.49734,0.43042,0.46374,0.68704,0.58021,0.33687,0.39711,0.47131,0.60294,0.58627,0.54162,0.51909,0.6377,0.53766,0.46985,0.5546,0.37712,0.39772,0.48689,0.66981,0.5251,0.5609,0.28067,0.21584,0.53534,0.38075,0.46964,0.6198,0.39434,0.30851,0.57473,0.63954,0.51067,0.27735,0.3225,0.60206,0.4863,0.076768,0.31316,0.32476,0.57191,0.63102,0.58176,0.32439,0.41886,0.49501,0.53952,0.40904,0.38108,0.41355,0.38101,0.49527,0.28814,0.31245,0.2554
0.64636,0.38805,0.5282,1,0.35274,0.70093,0.74555,0.44896,0.56492,0.72949,0.27449,0.5025,0.47821,0.4549,0.49388,0.43333,0.41848,0.49773,0.45873,0.35035,0.50125,0.44265,0.43867,0.38953,0.64164,0.39632,0.3097,0.60812,0.51969,0.5876,0.57424,0.48431,0.4841,0.38067,0.32551,0.37658,0.54528,0.63847,0.37815,0.36921,0.54612,0.49754,0.32161,0.22474,0.51344,0.56178,0.40569,0.3794,0.56545,0.55474,0.41761,0.33991,0.59991,0.31087,0.21091,0.64611,0.57213,0.31497,0.68323,0.38192,0.42447,0.41972,0.56314,0.17605,0.4362,0.38919,0.27727,0.66714,0.56422,0.39398,0.42162,0.35715,0.70681,0.62065,0.24458,0.40975,0.39835,0.56795,0.6527,0.66399,0.22422,0.46669,0.69974,0.62247,0.53506,0.36609,0.60658,0.47486,0.69367,0.33367,0.47981,0.28742
0.45284,0.50059,0.47358,0.35274,1,0.40832,0.40151,0.40596,0.47189,0.32511,0.53367,0.42969,0.49928,0.43171,0.48407,0.48074,0.46184,0.4515,0.32372,0.43645,0.49799,0.47176,0.47198,0.43912,0.38354,0.41806,0.29137,0.31996,0.41497,0.35714,0.33258,0.29501,0.39683,0.41926,0.3603,0.43033,0.42583,0.36845,0.49853,0.49081,0.42709,0.37377,0.42307,0.38766,0.37326,0.40263,0.48312,0.50251,0.34504,0.45313,0.40157,0.45214,0.40039,0.37896,0.40218,0.33417,0.45545,0.39006,0.3786,0.25623,0.17987,0.51932,0.30339,0.39964,0.46845,0.33363,0.31725,0.36719,0.41527,0.42051,0.25665,0.29038,0.38388,0.34773,0.11384,0.23612,0.23981,0.44235,0.45705,0.38189,0.32602,0.30036,0.3243,0.39664,0.32401,0.31092,0.28883,0.29139,0.32581,0.26485,0.2339,0.22837
0.66361,0.46878,0.60393,0.70093,0.40832,1,0.71248,0.50088,0.58858,0.66305,0.36457,0.51157,0.55739,0.5309,0.58295,0.4998,0.49861,0.58359,0.48827,0.4082,0.59084,0.53525,0.54215,0.46161,0.63733,0.40977,0.34075,0.57983,0.53306,0.57553,0.53264,0.46481,0.48782,0.40244,0.37369,0.39636,0.57368,0.60928,0.39273,0.41498,0.58899,0.53802,0.34338,0.30482,0.52962,0.59034,0.46927,0.44887,0.55208,0.61357,0.44802,0.3714,0.59763,0.32229,0.26226,0.60922,0.61395,0.3965,0.64597,0.36859,0.36354,0.46115,0.50891,0.25374,0.50162,0.38889,0.28628,0.65176,0.58171,0.44193,0.38514,0.34542,0.68779,0.58273,0.21226,0.38792,0.39984,0.60776,0.67547,0.65678,0.26992,0.43602,0.67072,0.63132,0.51141,0.3533,0.56659,0.48289,0.64826,0.32888,0.39526,0.29589
0.67982,0.43534,0.55842,0.74555,0.40151,0.71248,1,0.48216,0.56532,0.72012,0.33078,0.50223,0.51563,0.49065,0.52829,0.46438,0.45404,0.53716,0.47094,0.37645,0.53744,0.48147,0.49208,0.42517,0.62271,0.44727,0.32734,0.58468,0.5322,0.59059,0.5544,0.4738,0.51038,0.41938,0.35223,0.40799,0.56808,0.62308,0.39383,0.41487,0.56516,0.52263,0.34368,0.26007,0.51614,0.58717,0.44702,0.42461,0.56116,0.58986,0.44013,0.36849,0.56656,0.32737,0.24406,0.62221,0.59801,0.35712,0.66476,0.37646,0.38068,0.45707,0.52874,0.21665,0.45113,0.39924,0.29887,0.68152,0.57599,0.41312,0.39548,0.33856,0.7257,0.60441,0.22158,0.39769,0.41487,0.58875,0.69823,0.62621,0.22844,0.45925,0.66329,0.63804,0.53655,0.36314,0.57989,0.48617,0.67125,0.33246,0.42367,0.30884
0.55372,0.49635,0.52677,0.44896,0.40596,0.50088,0.48216,1,0.63213,0.39188,0.49625,0.57243,0.49081,0.46164,0.52844,0.46493,0.53194,0.48098,0.35692,0.382,0.52669,0.54412,0.53163,0.39359,0.49027,0.37858,0.29883,0.43002,0.53638,0.41358,0.41528,0.36115,0.45668,0.45744,0.54155,0.44959,0.427,0.41039,0.45202,0.44396,0.49787,0.4119,0.33338,0.38098,0.48506,0.43283,0.48491,0.46787,0.47312,0.51508,0.6236,0.39876,0.51612,0.38781,0.38364,0.43127,0.59974,0.46193,0.44174,0.39447,0.18787,0.46006,0.53635,0.43706,0.62164,0.47089,0.22367,0.45399,0.55623,0.59581,0.3022,0.34716,0.51536,0.46689,0.045826,0.34478,0.26018,0.5224,0.46879,0.45982,0.38288,0.30482,0.51641,0.47018,0.3872,0.40513,0.44948,0.3587,0.41351,0.33171,0.25655,0.22528
0.61907,0.52643,0.65418,0.56492,0.47189,0.58858,0.56532,0.63213,1,0.50755,0.48421,0.6249,0.53941,0.49344,0.56176,0.52626,0.51923,0.51607,0.44085,0.43398,0.58939,0.56591,0.54166,0.45365,0.66443,0.48338,0.31857,0.58086,0.66777,0.51472,0.54953,0.50404,0.53494,0.43664,0.48219,0.4583,0.52211,0.52161,0.5218,0.49309,0.62949,0.51532,0.35896,0.31482,0.63103,0.49559,0.53876,0.51213,0.60755,0.59664,0.67896,0.4347,0.68759,0.39629,0.37627,0.62469,0.73596,0.37934,0.56895,0.35627,0.33546,0.51449,0.51333,0.39296,0.62079,0.55354,0.32753,0.52835,0.59671,0.60213,0.41217,0.46715,0.58387,0.61245,0.11918,0.40835,0.28854,0.63165,0.54065,0.5775,0.38537,0.40557,0.60967,0.54502,0.52744,0.48169,0.4988,0.43308,0.51269,0.41934,0.37758,0.23809
